form	lemma	morph	POS		
aupres	aupre		
de	de		
la	le		
derniere	dernier		
,	,		
sans	sans		
avoir	avoir		
vu	voir		
d’autres	déautre		
Bas	Bas		
verds	verdre		
que	que		
ceux	celui		
de	de		
sa	son		
Maîtresse	maîtresse		
;	;		
&	avoir		
comme	comme		
la	le		
crainte	crainte		
de	de		
n’en	naître		
pas	pas		
trouver	trouver		
davantage	davantage		
le	il		
saisit	saisir		
,	,		
elle	il		
l’empescha	liempescher		
de	de		
lever	lever		
les	le		
yeux	œil		
sur	sur		
elle	il		
,	,		
de	de		
maniere	manière		
qu’il	queil		
regarda	regarder		
d’abord	dlabord		
à	à		
les	le		
jambes	jambe		
sans	sans		
sçavoir	sçavoir		
qui	qui		
elle	il		
estoit	estoit		
:	:		
Il	il		
fut	être		
bien	bien		
surpris	surpris		
de	de		
trouver	trouver		
des	un		
Bas	Bas		
pareils	pareil		
à	à		
ceux	celui		
dont	dont		
Philemon	Philemon		
luy	luy		
avoit	avoir		
parlé	parler		
,	,		
&	je		
des	un		
jarretieres	jarretieres		
toutes	tout		
semblables	semblable		
à	à		
celles	celui		
qu’il	queil		
luy	luy		
avoit	avoir		
dépeintes	dépeindre		
.	.		
Philemon	philemon		
qui	qui		
ne	ne		
songeoit	songer		
qu’à	queà		
tirer	tirer		
le	le		
Prince	Prince		
de	de		
la	le		
peine	peine		
où	où		
il	il		
estoit	estoit		
,	,		
&	avoir		
à	à		
luy	luy		
faire	faire		
connoistre	connoistre		
qu’il	queil		
n’avoit	navoir		
pas	pas		
eu	avoir		
dessein	dessein		
de	de		
le	il		
tromper	tromper		
,	,		
avoit	avoir		
toûjours	toûjours		
eu	avoir		
la	le		
veuë	veu		
baissée	baisser		
,	,		
pour	pour		
chercher	chercher		
des	un		
yeux	œil		
ce	ce		
qu’il	queil		
souhaitoit	souhaiter		
de	de		
trouver	trouver		
;	;		
de	de		
sorte	sorte		
que	que		
le	le		
Prince	Prince		
&	ê		
luy	luy		
se	se		
dirent	dire		
en	en		
mesme	mesme		
temps	temps		
qu’ils	queils		
avoient	avoyer		
trouvé	trouver		
ce	ce		
qu’ils	queil		
cherchoient	chercher		
.	.		
Si	si		
leur	leur		
joye	joye		
fut	être		
grande	grand		
,	,		
leur	leur		
surprise	surprise		
ne	ne		
le	il		
fut	être		
pas	pas		
moins	moins		
lors	lors		
qu’en	quer		
levant	lever		
tous	tout		
deux	deux		
la	le		
teste	teste		
,	,		
presque	presque		
dans	dans		
le	le		
mesme	mesme		
instant	instant		
ils	il		
apperçûrent	apercevoir		
.	.		
…	…		
Je	je		
croy	croire		
que	que		
vous	vous		
estes	ester		
bien	bien		
impatiente	impatient		
de	de		
le	il		
sçavoir	sçavoir		
,	,		
&	être		
que	que		
vostre	vôtre		
curiosité	curiosité		
souffriroit	souffrir		
beaucoup	beaucoup		
,	,		
si	si		
je	je		
la	il		
faisois	faisois		
davantage	davantage		
languir	languir		
.	.		
C’estoit	cetter		
la	le		
Femme	femme		
de	de		
Philemon	Philemon		
,	,		
dont	dont		
la	le		
veuë	veu		
le	il		
rendit	rendre		
encor	encore		
plus	plus		
sot	sot		
qu’il	queil		
ne	ne		
l’estoit	lire		
en	en		
effet	effet		
.	.		
Le	le		
Prince	prince		
parut	paraître		
aussi	aussi		
interdit	interdire		
que	que		
luy	luy		
,	,		
mais	mais		
il	il		
ne	ne		
laissa	laisser		
pas	pas		
d’en	dlen		
rire	rire		
dans	dans		
le	le		
fonds	fond		
de	de		
son	son		
ame	âme		
.	.		
L’Histoire	leHistoire		
n’en	naître		
dis	dire		
pas	pas		
davantage	davantage		
;	;		
&	ê		
comme	comme		
je	je		
vous	vous		
ay	ay		
promis	promettre		
de	de		
ne	ne		
vous	vous		
dire	dire		
que	que		
des	un		
veritez	veriter		
,	,		
je	je		
n’y	ney		
adjoûteray	adjoûteray		
rien	rien		
,	,		
quoy	quoy		
qu’il	queil		
me	je		
fut	être		
aisé	aisé		
d’inventer	deinventer		
beaucoup	beaucoup		
de	de		
choses	chose		
sur	sur		
une	un		
si	si		
belle	beau		
matiere	matière		
.	.		
_____	______		
Discours	Discours		
sur	sur		
le	le		
Bajazet	Bajazet		
,	,		
Tragédie	Tragédie		
du	de_le		
Sieur	Sieur		
Racine	Racine		
On	on		
representa	representer		
ces	ce		
jours	jour		
passez	passer		
sur	sur		
le	le		
Theatre	Theatre		
de	de		
l’Hostel	lèhostel		
de	de		
Bourgogne	Bourgogne		
une	un		
Tragédie	Tragédie		
intitulée	intituler		
Bajazet	Bajazet		
,	,		
&	ê		
qui	qui		
passe	passer		
pour	pour		
un	un		
Ouvrage	ouvrage		
admirable	admirable		
.	.		
Je	je		
croy	croire		
que	que		
vous	vous		
n’en	naître		
douterez	douter		
pas	pas		
,	,		
quand	quand		
vous	vous		
sçaurez	sçaurer		
que	que		
cet	ce		
Ouvrage	Ouvrage		
est	être		
de	de		
Monsieur	monsieur		
de	de		
Racine	Racine		
,	,		
puis	puis		
qu’il	queil		
ne	ne		
part	partir		
rien	rien		
que	que		
d’achevé	déachever		
de	de		
la	le		
plume	plume		
de	de		
cet	ce		
Illustre	Illustre		
Autheur	Autheur		
.	.		
Le	le		
sujet	sujet		
de	de		
sa	son		
tragédie	tragédie		
est	être		
Turc	Turc		
,	,		
à	à		
ce	ce		
que	que		
rapporte	rapporter		
l’Autheur	liautheur		
dans	dans		
sa	son		
Préface	Préface		
.	.		
Voicy	voicy		
en	en		
deux	deux		
mots	mot		
ce	ce		
que	que		
j’ay	jaire		
appris	apprendre		
de	de		
cette	ce		
Histoire	Histoire		
dans	dans		
les	le		
Historiens	Historiens		
du	de_le		
Païs	Païs		
,	,		
par	par		
où	où		
vous	vous		
jugerez	juger		
du	de_le		
génie	génie		
admirable	admirable		
du	de_le		
Poëte	Poëte		
,	,		
qui	qui		
sans	sans		
en	en		
prendre	prendre		
presque	presque		
rien	rien		
,	,		
a	avoir		
sçeu	sçeu		
faire	faire		
une	un		
Tragédie	Tragédie		
si	si		
achevée	achever		
.	.		
Amurat	amurat		
avoit	avoir		
trois	trois		
Freres	Freres		
,	,		
quand	quand		
il	il		
partit	partir		
pour	pour		
le	le		
Siege	Siege		
de	de		
Babylone	Babylone		
:	:		
Il	il		
en	en		
fit	faire		
étrangler	étrangler		
deux	il		
,	,		
dont	dont		
aucun	aucun		
ne	ne		
s’appelloit	sappelloit		
Bajazet	Bajazet		
;	;		
et	et		
l’on	lnon		
sauva	sauver		
le	le		
troisiéme	troisiéme		
de	de		
sa	son		
fureur	fureur		
,	,		
parce	parce		
qu’il	queil		
n’avoit	naître		
point	point		
d’Enfans	denfans		
pour	pour		
succeder	succeder		
à	à		
l’Empire	lempire		
.	.		
Ce	ce		
Grand	Grand		
Seigneur	Seigneur		
mena	mener		
dans	dans		
son	son		
voyage	voyage		
sa	son		
Sultane	Sultane		
favorite	favori		
.	.		
Le	le		
Grand	Grand		
Visir	Visir		
que	que		
se	se		
nommoit	nommer		
Mahemet	Mahemet		
Pacha	Pacha		
,	,		
y	y		
estoit	estoit		
aussi	aussi		
,	,		
comme	comme		
nous	nous		
voyons	voir		
dans	dans		
une	un		
Relation	Relation		
faite	faire		
par	par		
un	un		
Turc	Turc		
de	de		
Serrail	Serrail		
,	,		
&	je		
traduite	traduire		
en	en		
François	François		
par	par		
Monsieur	monsieur		
du	de_le		
Loir	Loir		
,	,		
qui	qui		
estoit	estoit		
alors	alors		
à	à		
Constantinople	Constantinople		
,	,		
&	je		
ce	ce		
fut	être		
ce	ce		
Grand	Grand		
Visir	Visir		
qui	qui		
commença	commencer		
l’attaque	liattaque		
de	de		
cette	ce		
fameuse	fameux		
Ville	Ville		
vers	vers		
le	le		
Levant	Levant		
,	,		
avec	avec		
le	le		
Gouverneur	Gouverneur		
de	de		
la	le		
Gréce	Gréce		
Aly	Aly		
Pacha	Pacha		
,	,		
Fils	fils		
d’Arlan	dlanlan		
,	,		
&	je		
l’Aga	liaga		
des	de_le		
Janissaires	Janissaires		
avec	avec		
son	son		
Regiment	Regiment		
.	.		
À	à		
son	son		
retour	retour		
il	il		
entra	entrer		
triomphant	triompher		
à	à		
Constantinople	Constantinople		
,	,		
comme	comme		
avoit	avoir		
fait	faire		
peu	peu		
de	de		
jours	jour		
auparavant	auparavant		
le	le		
Grand	Grand		
Seigneur	seigneur		
son	son		
Maistre	Maistre		
.	.		
Cependant	cependant		
l’Autheur	liautheur		
de	de		
Bajazet	Bajazet		
le	il		
fait	fait		
demeurer	demeurer		
ingénieusement	ingénieusement		
dans	dans		
Constantinople	Constantinople		
sous	sous		
le	le		
nom	nom		
d’Acomat	devomat		
,	,		
pour	pour		
favoriser	favoriser		
les	le		
desseins	dessein		
de	de		
Roxane	Roxane		
qui	qui		
se	se		
trouve	trouver		
dans	dans		
le	le		
Serrail	Serrail		
de	de		
Bisance	Bisance		
,	,		
quoy	quoy		
qu’elle	quelle		
fut	être		
dans	dans		
le	le		
Camp	Camp		
de	de		
sa	son		
Hautesse	Hautesse		
;	;		
&	avoir		
tout	tout		
cela	cela		
pour	pour		
élever	élever		
à	à		
l’Empire	lempire		
Bajazet	Bajazet		
,	,		
dont	dont		
le	le		
nom	nom		
est	être		
tres	tre		
-	-		
bien	bien		
inventé	inventer		
.	.		
Le	le		
troisiéme	troisiéme		
Frere	Frere		
du	de_le		
Sultan	Sultan		
Amurat	Amurat		
qui	qui		
restoit	rester		
,	,		
&	ê		
qui	qui		
luy	luy		
échapa	échaper		
,	,		
par	par		
les	le		
soins	soin		
de	de		
leur	leur		
commune	commun		
Mere	Mere		
,	,		
se	se		
nommoit	nommer		
Ibrahim	Ibrahim		
,	,		
dont	dont		
ce	ce		
cruel	cruel		
Empereur	empereur		
eut	avoir		
la	le		
barbarie	barbarie		
de	de		
se	se		
vouloir	vouloir		
défaire	défaire		
,	,		
dans	dans		
l’extrêmité	liextrêmité		
de	de		
la	le		
maladie	maladie		
qui	qui		
le	il		
fit	faire		
mourir	mourir		
,	,		
à	à		
dessein	dessein		
(	(		
dit	dire		
-	-		
on	on		
)	)		
de	de		
faire	faire		
son	son		
Sucesseur	Sucesseur		
le	le		
jeune	jeune		
Mustapha	Mustapha		
Capoudan	Capoudan		
Pacha	Pacha		
,	,		
son	son		
Favory	Favory		
,	,		
à	à		
qui	qui		
il	il		
avoit	avoir		
donné	donner		
en	en		
mariage	mariage		
une	un		
Fille	fille		
unique	unique		
qu’il	queil		
avoit	avoir		
eüe	eue		
de	de		
la	le		
Sultane	Sultane		
qu’il	queil		
aimoit	aimer		
le	le		
plus	plus		
.	.		
Je	je		
ne	ne		
puis	pouvoir		
estre	estre		
pour	pour		
ceux	celui		
qui	qui		
disent	dire		
que	que		
cette	ce		
Piece	Piece		
n’a	naître		
rien	rien		
d’assez	deasser		
Turc	Turc		
;	;		
il	il		
y	y		
a	avoir		
des	un		
Turcs	Turc		
qui	qui		
sont	être		
galans	galans		
,	,		
&	je		
puis	puis		
elle	il		
plaist	plaist		
;	;		
il	il		
n’importe	naimporter		
comment	comment		
;	;		
&	ê		
il	il		
ne	ne		
couste	couster		
pas	pas		
plus	plus		
quand	quand		
on	on		
a	avoir		
à	à		
feindre	feindre		
,	,		
d’inventer	deinventer		
des	un		
caracteres	caracteres		
d’honestes	déhon		
Gens	Gens		
&	e		
de	de		
Femmes	Femmes		
tendres	tendre		
&	un		
galantes	galant		
,	,		
que	que		
ceux	celui		
de	de		
barbares	barbare		
qui	qui		
ne	ne		
conviennent	convenir		
pas	pas		
au	à_le		
goust	goust		
des	de_le		
Dames	Dames		
de	de		
ce	ce		
Siecle	Siecle		
,	,		
à	à		
qui	qui		
sur	sur		
toutes	tout		
choses	chose		
il	il		
est	être		
important	important		
de	de		
plaire	plaire		
.	.		
_____	______		
Avantures	Avantures		
arrivées	arriver		
à	à		
Constantinople	Constantinople		
à	à		
un	un		
François	François		
,	,		
par	par		
laquelle	il		
on	on		
peut	pouvoir		
juger	juger		
de	de		
la	le		
galanterie	galanterie		
des	de_le		
Turcs	Turc		
La	le		
galanterie	galanterie		
&	ê		
l’honnesteté	lihonnester		
des	un		
Turcs	Turc		
n’est	naître		
pas	pas		
une	un		
chose	chose		
sans	sans		
exemple	exemple		
,	,		
&	je		
nous	nous		
en	en		
avons	avoir		
une	un		
Histoire	Histoire		
tres	tre		
-	-		
agreable	agreable		
dans	dans		
une	un		
Lettre	lettre		
de	de		
Monsieur	monsieur		
du	de_le		
Loir	Loir		
écrite	écrire		
à	à		
Monsieur	monsieur		
Charpentier	Charpentier		
en	en		
1641	1641		
.	.		
que	que		
vous	vous		
serez	être		
peut	pouvoir		
-	-		
estre	estre		
bien	bien		
aise	aise		
que	que		
je	je		
vous	vous		
rapporte	rapporter		
icy	icy		
.	.		
Il	il		
dit	dire		
en	en		
parlant	parler		
d’un	drun		
de	de		
ses	son		
Amis	ami		
qui	qui		
estoit	estoirer		
depuis	depuis		
peu	peu		
arrivé	arriver		
à	à		
Constantinople	Constantinople		
.	.		
Il	il		
ne	ne		
fut	être		
pas	pas		
si	si		
-	-		
tost	tost		
arrivé	arriver		
icy	icy		
,	,		
que	que		
trois	trois		
jours	jour		
apres	apres		
une	un		
Dame	Dame		
luy	luïr		
voulut	vouloir		
faire	faire		
connoistre	connaistre		
l’inclination	leination		
qu’elle	quelle		
avoit	avoir		
euë	eu		
pour	pour		
luy	luy		
:	:		
Elle	il		
fit	faire		
jetter	jeter		
par	par		
une	un		
de	de		
ses	son		
Compagnes	Compagnes		
sur	sur		
sa	son		
fenestre	fenestre		
,	,		
des	de_le		
Citrons	Citron		
piquez	piquer		
de	de		
cloux	cloux		
de	de		
girofle	girofle		
,	,		
qui	qui		
sont	être		
icy	icy		
les	le		
premiers	premier		
poulets	poulet		
&	i		
les	le		
premiers	premier		
messages	message		
d’Amour	dlamour		
;	;		
&	ê		
luy	luy		
goûtant	goûter		
combien	combien		
le	le		
plaisir	plaisir		
est	être		
grand	grand		
d’estre	dître		
aimé	aimer		
,	,		
répondit	répondre		
avec	avec		
pareille	pareil		
ardeur	ardeur		
à	à		
la	le		
passion	passion		
de	de		
son	son		
Amante	Amante		
:	:		
C’est	Caest		
une	un		
jeune	jeune		
Turque	Turque		
de	de		
fort	fort		
bonne	bon		
condition	condition		
,	,		
nommée	nommer		
Zenhakhoub	Zenhakhoub		
,	,		
avec	avec		
laquelle	il		
il	il		
entretient	entretenir		
un	un		
commerce	commerce		
amoureux	amoureux		
dont	dont		
l’histoire	lehistoire		
est	être		
tres	tre		
-	-		
particulière	particulier		
;	;		
&	ê		
certes	certes		
si	si		
les	le		
avantures	avanture		
sont	être		
trouvées	trouver		
d’autant	deautant		
plus	plus		
belles	beau		
qu’elles	quelles		
ont	avoir		
esté	ester		
dangereuses	dangereux		
,	,		
peu	peu		
le	il		
disputeront	disputer		
à	à		
celles	celui		
de	de		
cette	ce		
intrigue	intrigue		
:	:		
mais	mais		
quelque	quelque		
résolution	résolution		
que	que		
j’aye	jaaye		
faite	faire		
de	de		
ne	ne		
vous	vous		
en	en		
point	point		
parler	parler		
,	,		
je	je		
ne	ne		
puis	pouvoir		
m’empescher	moempescher		
de	de		
vous	vous		
raconter	raconter		
ce	ce		
qui	qui		
luy	luy		
arriva	arriver		
dernierement	dernierement		
,	,		
parce	parce		
que	que		
l’avanture	laavanture		
est	être		
fort	fort		
surprenante	surprenant		
,	,		
&	ê		
de	de		
la	le		
nature	nature		
de	de		
celles	celui		
qu’on	queon		
ne	ne		
trouve	trouver		
pas	pas		
desagreables	desagreable		
à	à		
lire	lire		
.	.		
Ce	ce		
teméraire	teméraire		
s’estoit	saestir		
souvent	souvent		
déguisé	déguiser		
en	en		
Fille	fille		
,	,		
pour	pour		
voir	voir		
celle	celui		
qu’il	queil		
aimoit	aimer		
dans	dans		
les	le		
assemblées	assemblée		
de	de		
Nopces	Nopces		
où	où		
il	il		
estoit	estoit		
introduit	introduire		
par	par		
une	un		
Juïve	Juïve		
,	,		
Confidente	Confidente		
de	de		
ses	son		
amours	amour		
,	,		
qui	qui		
le	il		
faisoit	faire		
passer	passer		
pour	pour		
une	un		
Esclave	esclave		
qu’elle	quelle		
disoit	dire		
avoir	avoir		
achetée	acheter		
depuis	depuis		
peu	peu		
.	.		
Sa	son		
jeunesse	jeunesse		
,	,		
sa	son		
connoissance	connaissance		
qu’il	queil		
avoit	avoir		
des	un		
Langues	Langues		
du	de_le		
Païs	Païs		
,	,		
&	j		
l’amour	lire		
dont	dont		
il	il		
brûloit	brûler		
,	,		
luy	luy		
fournissoient	fournir		
un	un		
assez	assez		
favorable	favorable		
passeport	passeport		
:	:		
mais	mais		
il	il		
n’y	n		
a	avoir		
pas	pas		
longtemps	longtemps		
que	que		
par	par		
une	un		
audace	audace		
&	être		
une	un		
imprudence	imprudence		
étrange	étrange		
,	,		
estant	estant		
allé	aller		
en	en		
habit	habit		
d’Homme	déhomme		
chez	chez		
sa	son		
Maîtresse	maîtresse		
,	,		
il	il		
la	il		
pensa	penser		
perdre	perdre		
,	,		
&	avoir		
périr	périr		
.	.		
Zennakhoub	Zennakhoub		
estant	estant		
depuis	depuis		
longtemps	longtemps		
recherchée	rechercher		
en	en		
mariage	mariage		
,	,		
l’avoit	lire		
toûjours	toûjours		
déguisé	déguiser		
à	à		
ce	ce		
nouvel	nouveau		
Amant	amant		
,	,		
&	ê		
ne	ne		
se	se		
résolut	résoudre		
de	de		
luy	luy		
dire	dire		
que	que		
quand	quand		
apres	apre		
avoir	avoir		
fait	faire		
tout	tout		
son	son		
possible	possible		
pour	pour		
l’empescher	leempescher		
,	,		
elle	il		
vit	vivre		
que	que		
la	le		
conclusion	conclusion		
en	en		
estoit	estoit		
inévitable	inévitable		
.	.		
Pour	pour		
lors	lors		
elle	il		
l’envoya	lire		
querir	querir		
un	un		
jour	jour		
de	de		
bon	bon		
matin	matin		
,	,		
&	ê		
luy	luy		
manda	manda		
de	de		
venir	venir		
aussi	aussi		
-	-		
tost	tost		
avec	avec		
la	le		
Juïve	Juïve		
pendant	pendant		
que	que		
les	le		
Turcs	Turc		
font	faire		
l’Oraison	lioraison		
du	de_le		
point	point		
du	de_le		
jour	jour		
,	,		
parce	parce		
qu’elle	quelle		
craignoit	craindre		
de	de		
n’avoir	navoir		
plus	plus		
les	le		
occasions	occasion		
de	de		
pouvoir	pouvoir		
luy	luy		
parler	parler		
.	.		
Luy	luy		
n’ayant	naître		
pas	pas		
eu	avoir		
le	le		
loisir	loisir		
de	de		
déguiser	déguiser		
son	son		
Sexe	Sexe		
,	,		
eut	avoir		
à	à		
peine	peine		
celuy	celuy		
de	de		
cacher	cacher		
ses	son		
habits	habit		
d’une	deune		
Veste	Veste		
,	,		
&	avoir		
de	de		
couvrir	couvrir		
son	son		
menton	menton		
d’une	déune		
fausse	faux		
barbe	barbe		
;	;		
&	ê		
ainsi	ainsi		
estant	estant		
entré	entrer		
chez	chez		
Zennakhoub	Zennakhoub		
,	,		
il	il		
fut	être		
bien	bien		
surpris	surprendre		
de	de		
la	il		
trouver	trouver		
d’abord	dlabord		
dans	dans		
un	un		
sérieux	sérieux		
extraordinaire	extraordinaire		
;	;		
mais	mais		
il	il		
le	il		
fut	être		
bien	bien		
davantage	davantage		
,	,		
quand	quand		
apres	apres		
plusieurs	plusieurs		
soûpirs	soûpir		
entre	entre		
-	-		
coupez	couper		
de	de		
sanglots	sanglot		
,	,		
elle	il		
luy	luy		
declara	declarer		
son	son		
mariage	mariage		
,	,		
&	ê		
luy	luire		
dit	dire		
qu’elle	quelle		
ne	ne		
l’avoit	lire		
envoyé	envoyer		
quérir	quérir		
que	que		
pour	pour		
luy	luy		
donner	donner		
congé	congé		
,	,		
&	avoir		
le	il		
prendre	prendre		
de	de		
luy	luy		
.	.		
D’abord	Daabord		
il	il		
demeura	demeurer		
interdit	interdire		
,	,		
sans	sans		
pouvoir	pouvoir		
dire	dire		
une	un		
seule	seul		
parole	parole		
;	;		
la	le		
tristesse	tristesse		
luy	luy		
saisit	saisir		
le	le		
cœur	cour		
,	,		
&	être		
durant	durant		
son	son		
silence	silence		
il	il		
témoigna	témoigner		
par	par		
ses	son		
yeux	œil		
à	à		
Zennakhoub	Zennakhoub		
l’extréme	leextréme		
douleur	douleur		
dont	dont		
il	il		
estoit	estoit		
touché	toucher		
.	.		
Enfin	enfin		
tous	tout		
deux	deux		
s’estans	sant		
quelque	quelque		
temps	temps		
entretenus	entretenir		
avec	avec		
leurs	leur		
regards	regard		
seulement	seulement		
,	,		
Zennakhoub	Zennakhoub		
par	par		
un	un		
grand	grand		
soûpir	soûpir		
luy	luy		
donna	donner		
à	à		
entendre	entendre		
qu’il	queil		
estoit	estoit		
temps	temps		
de	de		
se	se		
séparer	séparer		
.	.		
Je	je		
ne	ne		
vous	vous		
diray	diray		
point	point		
ce	ce		
qu’ils	queil		
purent	pouvoir		
se	se		
dire	dire		
en	en		
cette	ce		
occasion	occasion		
;	;		
car	car		
outre	outre		
que	que		
ce	ce		
seroit	être		
estre	estre		
trop	trop		
long	long		
,	,		
je	je		
veux	vouloir		
vous	vous		
épargner	épargner		
une	un		
douleur	douleur		
pareille	pareil		
à	à		
celle	celui		
que	que		
je	je		
ressentis	ressentir		
quand	quand		
il	il		
m’en	moen		
fit	faire		
le	le		
récit	récit		
;	;		
&	je		
vous	vous		
pouvez	pouvoir		
vous	vous		
l’imaginer	lnimaginer		
,	,		
mais	mais		
vous	vous		
ne	ne		
sçauriez	sçaurier		
juger	juger		
ce	ce		
qui	qui		
leur	il		
arriva	arriver		
.	.		
Il	il		
tenoit	tenir		
la	le		
main	main		
de	de		
Zennakhoub	Zennakhoub		
,	,		
&	je		
il	il		
m’a	mêer		
juré	jurer		
qu’il	queil		
croyoit	croire		
que	que		
l’ardeur	liardeur		
de	de		
ses	son		
baisers	baiser		
l’eussent	leeusser		
pu	pouvoir		
brûler	brûler		
,	,		
si	si		
les	le		
larmes	larme		
qu’il	queil		
répandoit	répandre		
en	en		
mesme	mesme		
temps	temps		
dessus	dessus		
n’en	naître		
eussent	avoir		
modéré	modérer		
la	le		
flâme	flâme		
.	.		
C’est	ceest		
tout	tout		
dire	dire		
,	,		
qu’enfin	quenfin		
la	le		
violence	violence		
de	de		
l’amour	léamour		
le	il		
transporta	transporter		
au	à_le		
dela	dela		
des	de_le		
bornes	borne		
du	de_le		
respect	respect		
que	que		
cette	ce		
vertueuse	vertueux		
Fille	Fille		
luy	luy		
avoit	avoir		
prescrit	prescrire		
,	,		
&	s		
dans	dans		
lesquelles	il		
il	il		
s’estoit	ser		
toûjours	toûjour		
retenu	retenir		
.	.		
Il	il		
voulut	vouloir		
luy	luy		
baiser	baiser		
la	le		
bouche	bouche		
;	;		
mais	mais		
elle	il		
qui	qui		
sentoit	sentir		
son	son		
ame	âme		
tomber	tomber		
dans	dans		
l’abandonnement	lnabandonnement		
de	de		
sa	son		
passion	passion		
,	,		
&	ê		
que	que		
sa	son		
raison	raison		
estoit	estoire		
à	à		
bout	bout		
,	,		
craignant	craindre		
que	que		
sa	son		
resistance	resistance		
ne	ne		
fut	être		
à	à		
la	le		
fin	fin		
trop	trop		
foible	faible		
pour	pour		
sa	son		
pudeur	pudeur		
,	,		
par	par		
un	un		
mouvement	mouvement		
bien	bien		
etrange	etrange		
,	,		
tira	tirer		
un	un		
poignard	poignard		
qu’elle	quelle		
avoit	avoir		
à	à		
sa	son		
ceinture	ceinture		
,	,		
&	ê		
le	le		
luy	luï		
presenta	presenter		
,	,		
le	il		
priant	prier		
par	par		
les	le		
plus	plus		
pressantes	pressant		
considérations	considération		
qu’elle	quelle		
pût	pouvoir		
luy	luy		
alléguer	alléguer		
,	,		
de	de		
luy	luy		
oster	oster		
plutost	platost		
la	le		
vie	vie		
,	,		
que	que		
d’offenser	dlenser		
son	son		
honneur	honneur		
.	.		
D’abord	Daabord		
tous	tout		
les	le		
sens	sens		
de	de		
nostre	nostre		
Amy	Amy		
se	se		
gelerent	geler		
;	;		
mais	mais		
s’estans	satant		
échaufez	échaufer		
peu	peu		
à	à		
peu	peu		
dans	dans		
cette	ce		
contestation	contestation		
amoureuse	amoureux		
,	,		
comme	comme		
il	il		
vouloit	vouloir		
la	il		
desarmer	désarmer		
,	,		
il	il		
luy	luire		
fit	faire		
baisser	baisser		
la	le		
main	main		
,	,		
&	ê		
elle	il		
se	se		
frapa	fraper		
à	à		
la	le		
cuisse	cuisse		
,	,		
en	en		
sorte	sorte		
que	que		
la	le		
veuë	veu		
de	de		
son	son		
sang	sang		
,	,		
&	s		
les	le		
autres	autre		
mouvemens	mouvement		
dont	dont		
son	son		
ame	âme		
estoit	estoit		
déjà	déjà		
agitée	agiter		
,	,		
la	il		
firent	faire		
évanoüir	évanoüir		
.	.		
L’effroyable	leeffroyable		
cry	cri		
qu’il	queil		
fit	faire		
la	le		
voyant	voyant		
en	en		
cet	ce		
état	état		
,	,		
avertit	avertir		
les	le		
Femmes	Femmes		
de	de		
la	le		
Maison	Maison		
,	,		
qui	qui		
accoururent	accourir		
aussi	aussi		
-	-		
tost	tost		
,	,		
&	je		
à	à		
qui	qui		
on	on		
ne	ne		
pouvoir	pouvoir		
refuser	refuser		
la	le		
porte	porte		
de	de		
la	le		
Chambre	Chambre		
:	:		
mais	mais		
avant	avant		
qu’elles	quelles		
fussent	être		
arrivées	arriver		
,	,		
la	le		
Nourrice	Nourrice		
de	de		
Zennakhoub	Zennakhoub		
avoit	avoir		
déjà	déjà		
enfermé	enfermer		
dans	dans		
une	un		
Alcove	Alcove		
celuy	celuy		
qui	qui		
estoit	estoit		
cause	cause		
de	de		
tout	tout		
ce	ce		
bruit	bruit		
-	-		
là	là		
;	;		
&	ê		
comme	comme		
le	le		
coup	coup		
n’avoit	navoir		
fait	faire		
qu’éfleurer	queurer		
la	le		
peau	peau		
,	,		
elles	il		
la	il		
trouverent	trouver		
qui	qui		
portoit	porter		
Zennakhoub	Zennakhoub		
dans	dans		
un	un		
Balcon	Balcon		
pour	pour		
estre	estre		
à	à		
l’air	lir		
,	,		
faisant	faire		
passer	passer		
cet	ce		
accident	accident		
pour	pour		
une	un		
foiblesse	faiblesse		
.	.		
Cependant	cependant		
on	on		
estoit	estoit		
allé	aller		
querir	querir		
la	le		
Mere	Mere		
,	,		
qui	qui		
vint	venir		
en	en		
grande	grand		
haste	haste		
,	,		
&	ê		
trouva	trouver		
sa	son		
Fille	Fille		
qui	qui		
commençoit	commencer		
à	à		
reprendre	reprendre		
ses	son		
esprits	esprit		
par	par		
le	le		
moyen	moyen		
de	de		
l’eau	leeau		
fraische	fraische		
qu’on	queon		
luy	luy		
avoit	avoir		
jettée	jetter		
sur	sur		
le	le		
visage	visage		
;	;		
mais	mais		
elle	il		
pensa	penser		
retomber	retomber		
dans	dans		
son	son		
évanoüissement	évanoüissement		
,	,		
lors	lors		
qu’elle	quelle		
se	se		
vit	vivre		
entre	entre		
les	le		
bras	bras		
de	de		
sa	son		
Mere	Mere		
,	,		
dans	dans		
l’incertitude	liincertitude		
de	de		
ce	ce		
que	que		
pouvoit	pouvoir		
estre	estre		
devenu	devenir		
son	son		
Amant	amant		
:	:		
Bien	bien		
luy	luïr		
en	en		
prit	prendre		
d’estre	dAestre		
foible	faible		
,	,		
car	car		
autrement	autrement		
elle	il		
auroit	avoir		
donné	donner		
des	un		
marques	marque		
trop	trop		
apparentes	apparent		
de	de		
son	son		
inquietude	inquietude		
:	:		
mais	mais		
avant	avant		
qu’elle	quelle		
fut	être		
bien	bien		
revenuë	revenir		
à	à		
soy	soi		
,	,		
elle	il		
eut	avoir		
des	un		
marques	marque		
que	que		
sa	son		
Mere	Mere		
estoit	estoit		
plus	plus		
touchée	toucher		
de	de		
tendresse	tendresse		
que	que		
de	de		
